location,age_group,report_date,reference_date,confirm,day_of_week,not_thursday
DE,00+,2021-08-05,2021-07-26,27,Thu,0
DE,00+,2021-08-06,2021-07-26,0,Fri,1
DE,00+,2021-08-07,2021-07-26,0,Sat,1
DE,00+,2021-08-08,2021-07-26,0,Sun,1
DE,00+,2021-08-09,2021-07-26,0,Mon,1
DE,00+,2021-08-10,2021-07-26,0,Tue,1
DE,00+,2021-08-11,2021-07-26,0,Wed,1
DE,00+,2021-08-12,2021-07-26,28,Thu,0
DE,00+,2021-08-13,2021-07-26,0,Fri,1
DE,00+,2021-08-14,2021-07-26,0,Sat,1
DE,00+,2021-08-15,2021-07-26,0,Sun,1
DE,00+,2021-08-16,2021-07-26,0,Mon,1
DE,00+,2021-08-17,2021-07-26,0,Tue,1
DE,00+,2021-08-18,2021-07-26,0,Wed,1
DE,00+,2021-08-19,2021-07-26,28,Thu,0
DE,00+,2021-08-20,2021-07-26,0,Fri,1
DE,00+,2021-08-21,2021-07-26,0,Sat,1
DE,00+,2021-08-22,2021-07-26,0,Sun,1
DE,00+,2021-07-27,2021-07-27,0,Tue,1
DE,00+,2021-07-28,2021-07-27,0,Wed,1
DE,00+,2021-07-29,2021-07-27,52,Thu,0
DE,00+,2021-07-30,2021-07-27,0,Fri,1
DE,00+,2021-07-31,2021-07-27,0,Sat,1
DE,00+,2021-08-01,2021-07-27,0,Sun,1
DE,00+,2021-08-02,2021-07-27,0,Mon,1
DE,00+,2021-08-03,2021-07-27,0,Tue,1
DE,00+,2021-08-04,2021-07-27,0,Wed,1
DE,00+,2021-08-05,2021-07-27,67,Thu,0
DE,00+,2021-08-06,2021-07-27,0,Fri,1
DE,00+,2021-08-07,2021-07-27,0,Sat,1
DE,00+,2021-08-08,2021-07-27,0,Sun,1
DE,00+,2021-08-09,2021-07-27,0,Mon,1
DE,00+,2021-08-10,2021-07-27,0,Tue,1
DE,00+,2021-08-11,2021-07-27,0,Wed,1
DE,00+,2021-08-12,2021-07-27,75,Thu,0
DE,00+,2021-08-13,2021-07-27,0,Fri,1
DE,00+,2021-08-14,2021-07-27,0,Sat,1
DE,00+,2021-08-15,2021-07-27,0,Sun,1
DE,00+,2021-08-16,2021-07-27,0,Mon,1
DE,00+,2021-08-17,2021-07-27,0,Tue,1
DE,00+,2021-08-18,2021-07-27,0,Wed,1
DE,00+,2021-08-19,2021-07-27,76,Thu,0
DE,00+,2021-08-20,2021-07-27,0,Fri,1
DE,00+,2021-08-21,2021-07-27,0,Sat,1
DE,00+,2021-08-22,2021-07-27,0,Sun,1
DE,00+,2021-07-28,2021-07-28,0,Wed,1
DE,00+,2021-07-29,2021-07-28,79,Thu,0
DE,00+,2021-07-30,2021-07-28,0,Fri,1
DE,00+,2021-07-31,2021-07-28,0,Sat,1
DE,00+,2021-08-01,2021-07-28,0,Sun,1
DE,00+,2021-08-02,2021-07-28,0,Mon,1
DE,00+,2021-08-03,2021-07-28,0,Tue,1
DE,00+,2021-08-04,2021-07-28,0,Wed,1
DE,00+,2021-08-05,2021-07-28,127,Thu,0
DE,00+,2021-08-06,2021-07-28,0,Fri,1
DE,00+,2021-08-07,2021-07-28,0,Sat,1
DE,00+,2021-08-08,2021-07-28,0,Sun,1
DE,00+,2021-08-09,2021-07-28,0,Mon,1
DE,00+,2021-08-10,2021-07-28,0,Tue,1
DE,00+,2021-08-11,2021-07-28,0,Wed,1
DE,00+,2021-08-12,2021-07-28,149,Thu,0
DE,00+,2021-08-13,2021-07-28,0,Fri,1
DE,00+,2021-08-14,2021-07-28,0,Sat,1
DE,00+,2021-08-15,2021-07-28,0,Sun,1
DE,00+,2021-08-16,2021-07-28,0,Mon,1
DE,00+,2021-08-17,2021-07-28,0,Tue,1
DE,00+,2021-08-18,2021-07-28,0,Wed,1
DE,00+,2021-08-19,2021-07-28,155,Thu,0
DE,00+,2021-08-20,2021-07-28,0,Fri,1
DE,00+,2021-08-21,2021-07-28,0,Sat,1
DE,00+,2021-08-22,2021-07-28,0,Sun,1
DE,00+,2021-07-29,2021-07-29,47,Thu,0
DE,00+,2021-07-30,2021-07-29,0,Fri,1
DE,00+,2021-07-31,2021-07-29,0,Sat,1
DE,00+,2021-08-01,2021-07-29,0,Sun,1
DE,00+,2021-08-02,2021-07-29,0,Mon,1
DE,00+,2021-08-03,2021-07-29,0,Tue,1
DE,00+,2021-08-04,2021-07-29,0,Wed,1
DE,00+,2021-08-05,2021-07-29,108,Thu,0
DE,00+,2021-08-06,2021-07-29,0,Fri,1
DE,00+,2021-08-07,2021-07-29,0,Sat,1
DE,00+,2021-08-08,2021-07-29,0,Sun,1
DE,00+,2021-08-09,2021-07-29,0,Mon,1
DE,00+,2021-08-10,2021-07-29,0,Tue,1
DE,00+,2021-08-11,2021-07-29,0,Wed,1
DE,00+,2021-08-12,2021-07-29,131,Thu,0
DE,00+,2021-08-13,2021-07-29,0,Fri,1
DE,00+,2021-08-14,2021-07-29,0,Sat,1
DE,00+,2021-08-15,2021-07-29,0,Sun,1
DE,00+,2021-08-16,2021-07-29,0,Mon,1
DE,00+,2021-08-17,2021-07-29,0,Tue,1
DE,00+,2021-08-18,2021-07-29,0,Wed,1
DE,00+,2021-08-19,2021-07-29,135,Thu,0
DE,00+,2021-08-20,2021-07-29,0,Fri,1
DE,00+,2021-08-21,2021-07-29,0,Sat,1
DE,00+,2021-08-22,2021-07-29,0,Sun,1
DE,00+,2021-07-30,2021-07-30,0,Fri,1
DE,00+,2021-07-31,2021-07-30,0,Sat,1
DE,00+,2021-08-01,2021-07-30,0,Sun,1
DE,00+,2021-08-02,2021-07-30,0,Mon,1
DE,00+,2021-08-03,2021-07-30,0,Tue,1
DE,00+,2021-08-04,2021-07-30,0,Wed,1
DE,00+,2021-08-05,2021-07-30,89,Thu,0
DE,00+,2021-08-06,2021-07-30,0,Fri,1
DE,00+,2021-08-07,2021-07-30,0,Sat,1
DE,00+,2021-08-08,2021-07-30,0,Sun,1
DE,00+,2021-08-09,2021-07-30,0,Mon,1
DE,00+,2021-08-10,2021-07-30,0,Tue,1
DE,00+,2021-08-11,2021-07-30,0,Wed,1
DE,00+,2021-08-12,2021-07-30,109,Thu,0
DE,00+,2021-08-13,2021-07-30,0,Fri,1
DE,00+,2021-08-14,2021-07-30,0,Sat,1
DE,00+,2021-08-15,2021-07-30,0,Sun,1
DE,00+,2021-08-16,2021-07-30,0,Mon,1
DE,00+,2021-08-17,2021-07-30,0,Tue,1
DE,00+,2021-08-18,2021-07-30,0,Wed,1
DE,00+,2021-08-19,2021-07-30,114,Thu,0
DE,00+,2021-08-20,2021-07-30,0,Fri,1
DE,00+,2021-08-21,2021-07-30,0,Sat,1
DE,00+,2021-08-22,2021-07-30,0,Sun,1
DE,00+,2021-07-31,2021-07-31,0,Sat,1
DE,00+,2021-08-01,2021-07-31,0,Sun,1
DE,00+,2021-08-02,2021-07-31,0,Mon,1
DE,00+,2021-08-03,2021-07-31,0,Tue,1
DE,00+,2021-08-04,2021-07-31,0,Wed,1
DE,00+,2021-08-05,2021-07-31,93,Thu,0
DE,00+,2021-08-06,2021-07-31,0,Fri,1
DE,00+,2021-08-07,2021-07-31,0,Sat,1
DE,00+,2021-08-08,2021-07-31,0,Sun,1
DE,00+,2021-08-09,2021-07-31,0,Mon,1
DE,00+,2021-08-10,2021-07-31,0,Tue,1
DE,00+,2021-08-11,2021-07-31,0,Wed,1
DE,00+,2021-08-12,2021-07-31,113,Thu,0
DE,00+,2021-08-13,2021-07-31,0,Fri,1
DE,00+,2021-08-14,2021-07-31,0,Sat,1
DE,00+,2021-08-15,2021-07-31,0,Sun,1
DE,00+,2021-08-16,2021-07-31,0,Mon,1
DE,00+,2021-08-17,2021-07-31,0,Tue,1
DE,00+,2021-08-18,2021-07-31,0,Wed,1
DE,00+,2021-08-19,2021-07-31,124,Thu,0
DE,00+,2021-08-20,2021-07-31,0,Fri,1
DE,00+,2021-08-21,2021-07-31,0,Sat,1
DE,00+,2021-08-22,2021-07-31,0,Sun,1
DE,00+,2021-08-01,2021-08-01,0,Sun,1
DE,00+,2021-08-02,2021-08-01,0,Mon,1
DE,00+,2021-08-03,2021-08-01,0,Tue,1
DE,00+,2021-08-04,2021-08-01,0,Wed,1
DE,00+,2021-08-05,2021-08-01,35,Thu,0
DE,00+,2021-08-06,2021-08-01,0,Fri,1
DE,00+,2021-08-07,2021-08-01,0,Sat,1
DE,00+,2021-08-08,2021-08-01,0,Sun,1
DE,00+,2021-08-09,2021-08-01,0,Mon,1
DE,00+,2021-08-10,2021-08-01,0,Tue,1
DE,00+,2021-08-11,2021-08-01,0,Wed,1
DE,00+,2021-08-12,2021-08-01,57,Thu,0
DE,00+,2021-08-13,2021-08-01,0,Fri,1
DE,00+,2021-08-14,2021-08-01,0,Sat,1
DE,00+,2021-08-15,2021-08-01,0,Sun,1
DE,00+,2021-08-16,2021-08-01,0,Mon,1
DE,00+,2021-08-17,2021-08-01,0,Tue,1
DE,00+,2021-08-18,2021-08-01,0,Wed,1
DE,00+,2021-08-19,2021-08-01,77,Thu,0
DE,00+,2021-08-20,2021-08-01,0,Fri,1
DE,00+,2021-08-21,2021-08-01,0,Sat,1
DE,00+,2021-08-22,2021-08-01,0,Sun,1
DE,00+,2021-08-02,2021-08-02,0,Mon,1
DE,00+,2021-08-03,2021-08-02,0,Tue,1
DE,00+,2021-08-04,2021-08-02,0,Wed,1
DE,00+,2021-08-05,2021-08-02,40,Thu,0
DE,00+,2021-08-06,2021-08-02,0,Fri,1
DE,00+,2021-08-07,2021-08-02,0,Sat,1
DE,00+,2021-08-08,2021-08-02,0,Sun,1
DE,00+,2021-08-09,2021-08-02,0,Mon,1
DE,00+,2021-08-10,2021-08-02,0,Tue,1
DE,00+,2021-08-11,2021-08-02,0,Wed,1
DE,00+,2021-08-12,2021-08-02,48,Thu,0
DE,00+,2021-08-13,2021-08-02,0,Fri,1
DE,00+,2021-08-14,2021-08-02,0,Sat,1
DE,00+,2021-08-15,2021-08-02,0,Sun,1
DE,00+,2021-08-16,2021-08-02,0,Mon,1
DE,00+,2021-08-17,2021-08-02,0,Tue,1
DE,00+,2021-08-18,2021-08-02,0,Wed,1
DE,00+,2021-08-19,2021-08-02,58,Thu,0
DE,00+,2021-08-20,2021-08-02,0,Fri,1
DE,00+,2021-08-21,2021-08-02,0,Sat,1
DE,00+,2021-08-22,2021-08-02,0,Sun,1
DE,00+,2021-08-03,2021-08-03,0,Tue,1
DE,00+,2021-08-04,2021-08-03,0,Wed,1
DE,00+,2021-08-05,2021-08-03,100,Thu,0
DE,00+,2021-08-06,2021-08-03,0,Fri,1
DE,00+,2021-08-07,2021-08-03,0,Sat,1
DE,00+,2021-08-08,2021-08-03,0,Sun,1
DE,00+,2021-08-09,2021-08-03,0,Mon,1
DE,00+,2021-08-10,2021-08-03,0,Tue,1
DE,00+,2021-08-11,2021-08-03,0,Wed,1
DE,00+,2021-08-12,2021-08-03,127,Thu,0
DE,00+,2021-08-13,2021-08-03,0,Fri,1
DE,00+,2021-08-14,2021-08-03,0,Sat,1
DE,00+,2021-08-15,2021-08-03,0,Sun,1
DE,00+,2021-08-16,2021-08-03,0,Mon,1
DE,00+,2021-08-17,2021-08-03,0,Tue,1
DE,00+,2021-08-18,2021-08-03,0,Wed,1
DE,00+,2021-08-19,2021-08-03,147,Thu,0
DE,00+,2021-08-20,2021-08-03,0,Fri,1
DE,00+,2021-08-21,2021-08-03,0,Sat,1
DE,00+,2021-08-22,2021-08-03,0,Sun,1
DE,00+,2021-08-04,2021-08-04,0,Wed,1
DE,00+,2021-08-05,2021-08-04,94,Thu,0
DE,00+,2021-08-06,2021-08-04,0,Fri,1
DE,00+,2021-08-07,2021-08-04,0,Sat,1
DE,00+,2021-08-08,2021-08-04,0,Sun,1
DE,00+,2021-08-09,2021-08-04,0,Mon,1
DE,00+,2021-08-10,2021-08-04,0,Tue,1
DE,00+,2021-08-11,2021-08-04,0,Wed,1
DE,00+,2021-08-12,2021-08-04,141,Thu,0
DE,00+,2021-08-13,2021-08-04,0,Fri,1
DE,00+,2021-08-14,2021-08-04,0,Sat,1
DE,00+,2021-08-15,2021-08-04,0,Sun,1
DE,00+,2021-08-16,2021-08-04,0,Mon,1
DE,00+,2021-08-17,2021-08-04,0,Tue,1
DE,00+,2021-08-18,2021-08-04,0,Wed,1
DE,00+,2021-08-19,2021-08-04,163,Thu,0
DE,00+,2021-08-20,2021-08-04,0,Fri,1
DE,00+,2021-08-21,2021-08-04,0,Sat,1
DE,00+,2021-08-22,2021-08-04,0,Sun,1
DE,00+,2021-08-05,2021-08-05,45,Thu,0
DE,00+,2021-08-06,2021-08-05,0,Fri,1
DE,00+,2021-08-07,2021-08-05,0,Sat,1
DE,00+,2021-08-08,2021-08-05,0,Sun,1
DE,00+,2021-08-09,2021-08-05,0,Mon,1
DE,00+,2021-08-10,2021-08-05,0,Tue,1
DE,00+,2021-08-11,2021-08-05,0,Wed,1
DE,00+,2021-08-12,2021-08-05,109,Thu,0
DE,00+,2021-08-13,2021-08-05,0,Fri,1
DE,00+,2021-08-14,2021-08-05,0,Sat,1
DE,00+,2021-08-15,2021-08-05,0,Sun,1
DE,00+,2021-08-16,2021-08-05,0,Mon,1
DE,00+,2021-08-17,2021-08-05,0,Tue,1
DE,00+,2021-08-18,2021-08-05,0,Wed,1
DE,00+,2021-08-19,2021-08-05,129,Thu,0
DE,00+,2021-08-20,2021-08-05,0,Fri,1
DE,00+,2021-08-21,2021-08-05,0,Sat,1
DE,00+,2021-08-22,2021-08-05,0,Sun,1
DE,00+,2021-08-06,2021-08-06,0,Fri,1
DE,00+,2021-08-07,2021-08-06,0,Sat,1
DE,00+,2021-08-08,2021-08-06,0,Sun,1
DE,00+,2021-08-09,2021-08-06,0,Mon,1
DE,00+,2021-08-10,2021-08-06,0,Tue,1
DE,00+,2021-08-11,2021-08-06,0,Wed,1
DE,00+,2021-08-12,2021-08-06,114,Thu,0
DE,00+,2021-08-13,2021-08-06,0,Fri,1
DE,00+,2021-08-14,2021-08-06,0,Sat,1
DE,00+,2021-08-15,2021-08-06,0,Sun,1
DE,00+,2021-08-16,2021-08-06,0,Mon,1
DE,00+,2021-08-17,2021-08-06,0,Tue,1
DE,00+,2021-08-18,2021-08-06,0,Wed,1
DE,00+,2021-08-19,2021-08-06,135,Thu,0
DE,00+,2021-08-20,2021-08-06,0,Fri,1
DE,00+,2021-08-21,2021-08-06,0,Sat,1
DE,00+,2021-08-22,2021-08-06,0,Sun,1
DE,00+,2021-08-07,2021-08-07,0,Sat,1
DE,00+,2021-08-08,2021-08-07,0,Sun,1
DE,00+,2021-08-09,2021-08-07,0,Mon,1
DE,00+,2021-08-10,2021-08-07,0,Tue,1
DE,00+,2021-08-11,2021-08-07,0,Wed,1
DE,00+,2021-08-12,2021-08-07,111,Thu,0
DE,00+,2021-08-13,2021-08-07,0,Fri,1
DE,00+,2021-08-14,2021-08-07,0,Sat,1
DE,00+,2021-08-15,2021-08-07,0,Sun,1
DE,00+,2021-08-16,2021-08-07,0,Mon,1
DE,00+,2021-08-17,2021-08-07,0,Tue,1
DE,00+,2021-08-18,2021-08-07,0,Wed,1
DE,00+,2021-08-19,2021-08-07,137,Thu,0
DE,00+,2021-08-20,2021-08-07,0,Fri,1
DE,00+,2021-08-21,2021-08-07,0,Sat,1
DE,00+,2021-08-22,2021-08-07,0,Sun,1
DE,00+,2021-08-08,2021-08-08,0,Sun,1
DE,00+,2021-08-09,2021-08-08,0,Mon,1
DE,00+,2021-08-10,2021-08-08,0,Tue,1
DE,00+,2021-08-11,2021-08-08,0,Wed,1
DE,00+,2021-08-12,2021-08-08,75,Thu,0
DE,00+,2021-08-13,2021-08-08,0,Fri,1
DE,00+,2021-08-14,2021-08-08,0,Sat,1
DE,00+,2021-08-15,2021-08-08,0,Sun,1
DE,00+,2021-08-16,2021-08-08,0,Mon,1
DE,00+,2021-08-17,2021-08-08,0,Tue,1
DE,00+,2021-08-18,2021-08-08,0,Wed,1
DE,00+,2021-08-19,2021-08-08,94,Thu,0
DE,00+,2021-08-20,2021-08-08,0,Fri,1
DE,00+,2021-08-21,2021-08-08,0,Sat,1
DE,00+,2021-08-22,2021-08-08,0,Sun,1
DE,00+,2021-08-09,2021-08-09,0,Mon,1
DE,00+,2021-08-10,2021-08-09,0,Tue,1
DE,00+,2021-08-11,2021-08-09,0,Wed,1
DE,00+,2021-08-12,2021-08-09,51,Thu,0
DE,00+,2021-08-13,2021-08-09,0,Fri,1
DE,00+,2021-08-14,2021-08-09,0,Sat,1
DE,00+,2021-08-15,2021-08-09,0,Sun,1
DE,00+,2021-08-16,2021-08-09,0,Mon,1
DE,00+,2021-08-17,2021-08-09,0,Tue,1
DE,00+,2021-08-18,2021-08-09,0,Wed,1
DE,00+,2021-08-19,2021-08-09,54,Thu,0
DE,00+,2021-08-20,2021-08-09,0,Fri,1
DE,00+,2021-08-21,2021-08-09,0,Sat,1
DE,00+,2021-08-22,2021-08-09,0,Sun,1
DE,00+,2021-08-10,2021-08-10,0,Tue,1
DE,00+,2021-08-11,2021-08-10,0,Wed,1
DE,00+,2021-08-12,2021-08-10,144,Thu,0
DE,00+,2021-08-13,2021-08-10,0,Fri,1
DE,00+,2021-08-14,2021-08-10,0,Sat,1
DE,00+,2021-08-15,2021-08-10,0,Sun,1
DE,00+,2021-08-16,2021-08-10,0,Mon,1
DE,00+,2021-08-17,2021-08-10,0,Tue,1
DE,00+,2021-08-18,2021-08-10,0,Wed,1
DE,00+,2021-08-19,2021-08-10,170,Thu,0
DE,00+,2021-08-20,2021-08-10,0,Fri,1
DE,00+,2021-08-21,2021-08-10,0,Sat,1
DE,00+,2021-08-22,2021-08-10,0,Sun,1
DE,00+,2021-08-11,2021-08-11,0,Wed,1
DE,00+,2021-08-12,2021-08-11,133,Thu,0
DE,00+,2021-08-13,2021-08-11,0,Fri,1
DE,00+,2021-08-14,2021-08-11,0,Sat,1
DE,00+,2021-08-15,2021-08-11,0,Sun,1
DE,00+,2021-08-16,2021-08-11,0,Mon,1
DE,00+,2021-08-17,2021-08-11,0,Tue,1
DE,00+,2021-08-18,2021-08-11,0,Wed,1
DE,00+,2021-08-19,2021-08-11,214,Thu,0
DE,00+,2021-08-20,2021-08-11,0,Fri,1
DE,00+,2021-08-21,2021-08-11,0,Sat,1
DE,00+,2021-08-22,2021-08-11,0,Sun,1
DE,00+,2021-08-12,2021-08-12,89,Thu,0
DE,00+,2021-08-13,2021-08-12,0,Fri,1
DE,00+,2021-08-14,2021-08-12,0,Sat,1
DE,00+,2021-08-15,2021-08-12,0,Sun,1
DE,00+,2021-08-16,2021-08-12,0,Mon,1
DE,00+,2021-08-17,2021-08-12,0,Tue,1
DE,00+,2021-08-18,2021-08-12,0,Wed,1
DE,00+,2021-08-19,2021-08-12,214,Thu,0
DE,00+,2021-08-20,2021-08-12,0,Fri,1
DE,00+,2021-08-21,2021-08-12,0,Sat,1
DE,00+,2021-08-22,2021-08-12,0,Sun,1
DE,00+,2021-08-13,2021-08-13,0,Fri,1
DE,00+,2021-08-14,2021-08-13,0,Sat,1
DE,00+,2021-08-15,2021-08-13,0,Sun,1
DE,00+,2021-08-16,2021-08-13,0,Mon,1
DE,00+,2021-08-17,2021-08-13,0,Tue,1
DE,00+,2021-08-18,2021-08-13,0,Wed,1
DE,00+,2021-08-19,2021-08-13,189,Thu,0
DE,00+,2021-08-20,2021-08-13,0,Fri,1
DE,00+,2021-08-21,2021-08-13,0,Sat,1
DE,00+,2021-08-22,2021-08-13,0,Sun,1
DE,00+,2021-08-14,2021-08-14,0,Sat,1
DE,00+,2021-08-15,2021-08-14,0,Sun,1
DE,00+,2021-08-16,2021-08-14,0,Mon,1
DE,00+,2021-08-17,2021-08-14,0,Tue,1
DE,00+,2021-08-18,2021-08-14,0,Wed,1
DE,00+,2021-08-19,2021-08-14,170,Thu,0
DE,00+,2021-08-20,2021-08-14,0,Fri,1
DE,00+,2021-08-21,2021-08-14,0,Sat,1
DE,00+,2021-08-22,2021-08-14,0,Sun,1
DE,00+,2021-08-15,2021-08-15,0,Sun,1
DE,00+,2021-08-16,2021-08-15,0,Mon,1
DE,00+,2021-08-17,2021-08-15,0,Tue,1
DE,00+,2021-08-18,2021-08-15,0,Wed,1
DE,00+,2021-08-19,2021-08-15,109,Thu,0
DE,00+,2021-08-20,2021-08-15,0,Fri,1
DE,00+,2021-08-21,2021-08-15,0,Sat,1
DE,00+,2021-08-22,2021-08-15,0,Sun,1
DE,00+,2021-08-16,2021-08-16,0,Mon,1
DE,00+,2021-08-17,2021-08-16,0,Tue,1
DE,00+,2021-08-18,2021-08-16,0,Wed,1
DE,00+,2021-08-19,2021-08-16,87,Thu,0
DE,00+,2021-08-20,2021-08-16,0,Fri,1
DE,00+,2021-08-21,2021-08-16,0,Sat,1
DE,00+,2021-08-22,2021-08-16,0,Sun,1
DE,00+,2021-08-17,2021-08-17,0,Tue,1
DE,00+,2021-08-18,2021-08-17,0,Wed,1
DE,00+,2021-08-19,2021-08-17,211,Thu,0
DE,00+,2021-08-20,2021-08-17,0,Fri,1
DE,00+,2021-08-21,2021-08-17,0,Sat,1
DE,00+,2021-08-22,2021-08-17,0,Sun,1
DE,00+,2021-08-18,2021-08-18,0,Wed,1
DE,00+,2021-08-19,2021-08-18,178,Thu,0
DE,00+,2021-08-20,2021-08-18,0,Fri,1
DE,00+,2021-08-21,2021-08-18,0,Sat,1
DE,00+,2021-08-22,2021-08-18,0,Sun,1
DE,00+,2021-08-19,2021-08-19,84,Thu,0
DE,00+,2021-08-20,2021-08-19,0,Fri,1
DE,00+,2021-08-21,2021-08-19,0,Sat,1
DE,00+,2021-08-22,2021-08-19,0,Sun,1
DE,00+,2021-08-20,2021-08-20,0,Fri,1
DE,00+,2021-08-21,2021-08-20,0,Sat,1
DE,00+,2021-08-22,2021-08-20,0,Sun,1
DE,00+,2021-08-21,2021-08-21,0,Sat,1
DE,00+,2021-08-22,2021-08-21,0,Sun,1
DE,00+,2021-08-22,2021-08-22,0,Sun,1
